Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield
PRIME FINANCE & INVESTMENT LTD.,2018,0.22,0,0,0,8.75,0,60.55,0,,0
PRIME FINANCE & INVESTMENT LTD.,2017,-1.68,0,0,0,8.52,0,-459.08,0,,0
PRIME FINANCE 1ST MUTUAL FUND,2024,-3.45,0,0,0,9.13,0,-68.93,0,,0
PRIME FINANCE 1ST MUTUAL FUND,2023,0.42,0,0,0,13.57,0,8.34,0,10%C,3.05
PRIME FINANCE 1ST MUTUAL FUND,2022,0.08,0,0,0,14.26,0,1.65,0,11%C,6.67
PRIME FINANCE 1ST MUTUAL FUND,2021,1.4,0,0,0,15.17,0,28.08,0,10%C,5.05
PRIME FINANCE 1ST MUTUAL FUND,2020,0.38,0,0,0,11.62,0,7.59,0,8%C,4.1
PRIME INSURANCE COMPANY LTD.,2024,2.05,0,0,0,21.79,0,83.99,0,10%C,2.57
PRIME INSURANCE COMPANY LTD.,2023,2.43,0,0,0,20.93,0,99.22,0,12%C,1.34
PRIME INSURANCE COMPANY LTD.,2022,2.38,0,0,0,19.51,0,97.17,0,10%C,1.21
PRIME INSURANCE COMPANY LTD.,2021,2.01,0,0,0,18.63,0,82.12,0,15%C,1.84
PRIME INSURANCE COMPANY LTD.,2020,1.31,0,0,0,17.62,0,53.51,0,10%C,2.03
PRIME ISLAMI LIFE INSURANCE LTD.,2023,0,0,0,0,0,0,0,0,1%C,0.17
PRIME ISLAMI LIFE INSURANCE LTD.,2022,0,0,0,0,0,0,0,0,,0
PRIME ISLAMI LIFE INSURANCE LTD.,2021,0,0,0,0,0,0,0,0,2%C,0.37
PRIME ISLAMI LIFE INSURANCE LTD.,2020,0,0,0,0,0,0,0,0,,0
PRIME ISLAMI LIFE INSURANCE LTD.,2019,0,0,0,0,0,0,0,0,10%C,1.99
PRIME TEXTILE SPINNING MILLS LIMITED,2023,-8.05,0,0,0,64.83,0,-307.4,0,,0
PRIME TEXTILE SPINNING MILLS LIMITED,2022,0.43,0,0,0,74.65,0,16.3,0,2%C,0.89
PRIME TEXTILE SPINNING MILLS LIMITED,2021,0.62,0,0,0,67.93,0,23.61,0,2%C,0.89
PRIME TEXTILE SPINNING MILLS LIMITED,2020,-2.67,0,0,0,67.27,0,-101.96,0,1%C,0.63
PRIME TEXTILE SPINNING MILLS LIMITED,2019,0.54,0,0,0,48.43,0,20.72,0,5%C,1.45
PROGRESSIVE LIFE INSURANCE COMPANY LIMITED,2019,0,0,0,0,0,0,0,0,10%B,0
PROGRESSIVE LIFE INSURANCE COMPANY LIMITED,2018,0,0,0,0,0,0,0,0,12%B,0
PROGRESSIVE LIFE INSURANCE COMPANY LIMITED,2015,0,0,0,0,0,0,0,0,"5%C,5%B",0.88
PROGRESSIVE LIFE INSURANCE COMPANY LIMITED,2012,0,0,0,0,0,0,0,0,18%B,0
PROGRESSIVE LIFE INSURANCE COMPANY LIMITED,2011,0,0,0,0,0,0,0,0,18%B,0
PROVATI INSURANCE COMPANY LIMITED,2023,2.2,0,0,0,20.99,0,88.63,0,12.5%C,2.01
PROVATI INSURANCE COMPANY LIMITED,2022,2.52,0,0,0,20.68,0,101.67,0,12%C,2.04
PROVATI INSURANCE COMPANY LIMITED,2021,4.3,0,0,0,22.34,0,149.33,0,"10%C,16%B",0.82
PROVATI INSURANCE COMPANY LIMITED,2020,3.1,0,0,0,21.11,0,92.01,0,17%B,0
PROVATI INSURANCE COMPANY LIMITED,2019,2.38,0,0,0,18.94,0,70.66,0,12%C,4.35
PUBALI BANK PLC.,2024,6.74,0,0,0,46.08,0,7800.87,0,"12.5%C,12.5%B",4.28
PUBALI BANK PLC.,2023,6.76,0,0,0,46.33,0,6949.84,0,"12.5%C,12.5%B",4.81
PUBALI BANK PLC.,2022,5.49,0,0,0,41.96,0,5648.01,0,12.5%C,4.75
PUBALI BANK PLC.,2021,4.23,0,0,0,38.69,0,4351.77,0,12.5%C,4.66
PUBALI BANK PLC.,2020,3.6,0,0,0,37.63,0,3706.82,0,12.5%C,5.19
QUASEM INDUSTRIES LIMITED,2024,0.42,0,0,0,28.33,0,30.19,0,1.5%C,0.44
QUASEM INDUSTRIES LIMITED,2023,0.3,0,0,0,27.74,0,21.77,0,1.5%C,0.24
QUASEM INDUSTRIES LIMITED,2022,0.49,0,0,0,27.64,0,35.41,0,1.5%C,0.23
QUASEM INDUSTRIES LIMITED,2021,1.39,0,0,0,30.45,0,91.64,0,10%B,0
QUASEM INDUSTRIES LIMITED,2020,0.7,0,0,0,31.01,0,44.19,0,"5%C,5%B",1.43
QUEEN SOUTH TEXTILE MILLS LTD.,2024,0.3,0,0,0,15.71,0,46.36,0,2%C,1.43
QUEEN SOUTH TEXTILE MILLS LTD.,2023,0.81,0,0,0,15.68,0,123.86,0,6%C,2.56
QUEEN SOUTH TEXTILE MILLS LTD.,2022,1.64,0,0,0,16.04,0,235.78,0,"6%C,6%B",2.36
QUEEN SOUTH TEXTILE MILLS LTD.,2021,1.25,0,0,0,16.31,0,164.16,0,"10%C,10%B",3.25
QUEEN SOUTH TEXTILE MILLS LTD.,2020,0.96,0,0,0,16.64,0,116.23,0,"8%C,8%B",3.33
RAHIMA FOOD CORPORATION LTD.,2024,1.07,0,0,0,10.38,0,21.37,0,10%C,0.75
RAHIMA FOOD CORPORATION LTD.,2023,1.03,0,0,0,10.31,0,20.56,0,10%C,0.41
RAHIMA FOOD CORPORATION LTD.,2022,0.29,0,0,0,9.53,0,5.79,0,5%C,0.18
RAHIMA FOOD CORPORATION LTD.,2021,0.07,0,0,0,9.29,0,1.39,0,1%C,0.04
RAHIMA FOOD CORPORATION LTD.,2020,-1.2,0,0,0,9.57,0,-24.07,0,,0
RAK CERAMICS (BANGLADESH) LIMITED,2024,-0.06,0,0,0,17.23,0,-27.33,0,10%C,4.37
RAK CERAMICS (BANGLADESH) LIMITED,2023,1.44,0,0,0,18.29,0,618.39,0,10%C,2.33
RAK CERAMICS (BANGLADESH) LIMITED,2022,1.57,0,0,0,17.85,0,671.59,0,10%C,2.33
RAK CERAMICS (BANGLADESH) LIMITED,2021,2.12,0,0,0,17.53,0,905.19,0,12.5%C,2.82
RAK CERAMICS (BANGLADESH) LIMITED,2020,0.73,0,0,0,16.41,0,310.65,0,10%C,3.83
RANGPUR DAIRY & FOOD PRODUCTS LTD.,2024,1.01,0,0,0,16.51,0,76.82,0,2%C,0.65
RANGPUR DAIRY & FOOD PRODUCTS LTD.,2023,1.38,0,0,0,16,0,105.1,0,5%C,0.99
RANGPUR DAIRY & FOOD PRODUCTS LTD.,2022,1.18,0,0,0,15.12,0,89.52,0,5%C,1.19
RANGPUR DAIRY & FOOD PRODUCTS LTD.,2021,0.64,0,0,0,14.65,0,46.84,0,"3%C,3%B",0.82
RANGPUR DAIRY & FOOD PRODUCTS LTD.,2020,0.31,0,0,0,14.5,0,22.12,0,"2%C,2%B",1.69
RANGPUR FOUNDRY LTD.,2024,3.78,0,0,0,33.54,0,37.83,0,23%C,1.69
RANGPUR FOUNDRY LTD.,2023,3.74,0,0,0,32.06,0,37.42,0,23%C,1.35
RANGPUR FOUNDRY LTD.,2022,3.81,0,0,0,30.61,0,38.05,0,23%C,1.32
RANGPUR FOUNDRY LTD.,2021,3.68,0,0,0,29.11,0,36.81,0,23%C,1.81
RANGPUR FOUNDRY LTD.,2020,3.11,0,0,0,27.73,0,31.05,0,23%C,1.93
RATANPUR STEEL RE-ROLLING MILLS LIMITED,2021,-3.75,0,0,0,44.94,0,-379.81,0,,0
RATANPUR STEEL RE-ROLLING MILLS LIMITED,2020,1.05,0,0,0,49.69,0,106.25,0,10%C,4.37
RATANPUR STEEL RE-ROLLING MILLS LIMITED,2019,5.58,0,0,0,49.48,0,564.41,0,12%C,2.61
RATANPUR STEEL RE-ROLLING MILLS LIMITED,2018,7.05,0,0,0,44.74,0,713.46,0,12%C,1.72
RATANPUR STEEL RE-ROLLING MILLS LIMITED,2017,8.18,0,0,0,44.6,0,707.86,0,"5%C,17%B",0.61
RECKITT BENCKISER (BANGLADESH) PLC,2024,159.17,0,0,0,350.64,0,752.08,0,3330%C,7.66
RECKITT BENCKISER (BANGLADESH) PLC,2023,173.65,0,0,0,252.69,0,820.5,0,550%C,1.16
RECKITT BENCKISER (BANGLADESH) PLC,2022,139.5,0,0,0,176.8,0,659.14,0,980%C,2.06
RECKITT BENCKISER (BANGLADESH) PLC,2021,171.03,0,0,0,200.65,0,808.12,0,1650%C,2.88
RECKITT BENCKISER (BANGLADESH) PLC,2020,156.38,0,0,0,170.95,0,738.89,0,1400%C,3.46
REGENT TEXTILE MILLS LIMITED,2021,-1.62,0,0,0,26.52,0,-208.04,0,,0
REGENT TEXTILE MILLS LIMITED,2020,-0.31,0,0,0,28.46,0,-39.68,0,"1%C,1%B",1.28
REGENT TEXTILE MILLS LIMITED,2019,0.97,0,0,0,30.21,0,117.94,0,5%B,0
REGENT TEXTILE MILLS LIMITED,2018,1.12,0,0,0,30.7,0,129.7,0,5%B,0
REGENT TEXTILE MILLS LIMITED,2017,1.21,0,0,0,30.12,0,137,0,10%C,3.19
RELIANCE INSURANCE LTD.,2024,9.12,0,0,0,69.59,0,958.84,0,30%C,5.22
RELIANCE INSURANCE LTD.,2023,6.56,0,0,0,66.85,0,690.18,0,25%C,3.96
RELIANCE INSURANCE LTD.,2022,5.86,0,0,0,64.15,0,615.93,0,25%C,4.28
RELIANCE INSURANCE LTD.,2021,5.59,0,0,0,64.39,0,587.81,0,25%C,2.86
RELIANCE INSURANCE LTD.,2020,5.21,0,0,0,60.73,0,548.18,0,25%C,4.03
RELIANCE ONE THE FIRST SCHEME OF RELIANCE INSURANCE MUTUAL FUND,2024,0.4,0,0,0,11.18,0,24.37,0,4%C,2.19
RELIANCE ONE THE FIRST SCHEME OF RELIANCE INSURANCE MUTUAL FUND,2023,0.55,0,0,0,13.8,0,33.45,0,5%C,4.81
RELIANCE ONE THE FIRST SCHEME OF RELIANCE INSURANCE MUTUAL FUND,2022,1.01,0,0,0,14.43,0,61.39,0,10%C,8.93
RELIANCE ONE THE FIRST SCHEME OF RELIANCE INSURANCE MUTUAL FUND,2021,1.06,0,0,0,14.76,0,64.17,0,10.5%C,8.2
RELIANCE ONE THE FIRST SCHEME OF RELIANCE INSURANCE MUTUAL FUND,2020,-0.04,0,0,0,10.7,0,-2.16,0,,0
REPUBLIC INSURANCE COMPANY LTD.,2024,2.09,0,0,0,19.31,0,108.85,0,"6%C,5%B",1.95
REPUBLIC INSURANCE COMPANY LTD.,2023,2.31,0,0,0,18.32,0,120.53,0,11%C,2.78
REPUBLIC INSURANCE COMPANY LTD.,2022,1.96,0,0,0,17.06,0,102.09,0,10.5%C,3.14
REPUBLIC INSURANCE COMPANY LTD.,2021,2.38,0,0,0,16.85,0,118.24,0,"10%C,5%B",1.89
REPUBLIC INSURANCE COMPANY LTD.,2020,2.36,0,0,0,16.18,0,109.46,0,"7%C,7%B",1.26
RING SHINE TEXTILES LTD.,2024,-3.06,0,0,0,-8.03,0,-1532.86,0,,0
RING SHINE TEXTILES LTD.,2023,-2.53,0,0,0,-4.97,0,-1264.88,0,,0
RING SHINE TEXTILES LTD.,2022,-1.54,0,0,0,-2.5,0,-772.62,0,,0
RING SHINE TEXTILES LTD.,2021,-1.75,0,0,0,-1.46,0,-886.66,0,,0
RING SHINE TEXTILES LTD.,2020,0.29,0,0,0,6.72,0,134.6,0,,0
ROBI AXIATA PLC.,2024,1.34,0,0,0,13.08,0,7027.8,0,15%C,5.28
ROBI AXIATA PLC.,2023,0.61,0,0,0,12.76,0,3209.6,0,10%C,3.32
ROBI AXIATA PLC.,2022,0.35,0,0,0,12.82,0,1827.2,0,7%C,2.33
ROBI AXIATA PLC.,2021,0.34,0,0,0,12.64,0,1803.35,0,5%C,1.45
ROBI AXIATA PLC.,2020,0.33,0,0,0,13.9,0,1553.32,0,,0
RUNNER AUTOMOBILES PLC,2024,-0.54,0,0,0,66.19,0,-61.33,0,11%C,4.53
RUNNER AUTOMOBILES PLC,2023,-7.75,0,0,0,62.62,0,-879.9,0,,0
RUNNER AUTOMOBILES PLC,2022,2.4,0,0,0,66.5,0,272.85,0,10%C,1.88
RUNNER AUTOMOBILES PLC,2021,2.7,0,0,0,65.16,0,307.07,0,10%C,1.52
RUNNER AUTOMOBILES PLC,2020,1.97,0,0,0,63.39,0,224.07,0,10%C,2.17
RUPALI BANK PLC.,2023,1.35,0,0,0,36.9,0,626.68,0,5%B,0
RUPALI BANK PLC.,2022,0.61,0,0,0,36.1,0,284.67,0,,0
RUPALI BANK PLC.,2021,1.1,0,0,0,37.88,0,500.12,0,2%B,0
RUPALI BANK PLC.,2020,0.49,0,0,0,44.1,0,202.94,0,10%B,0
RUPALI BANK PLC.,2019,1.38,0,0,0,41.14,0,569.58,0,,0
RUPALI INSURANCE COMPANY LTD.,2023,0.47,0,0,0,20.45,0,35.8,0,10%C,3.58
RUPALI INSURANCE COMPANY LTD.,2022,0.97,0,0,0,21.39,0,74.57,0,10%C,3.77
RUPALI INSURANCE COMPANY LTD.,2021,2.06,0,0,0,21.92,0,157.56,0,10%C,2.24
RUPALI INSURANCE COMPANY LTD.,2020,1.9,0,0,0,21.41,0,145.66,0,10%C,2.26
RUPALI INSURANCE COMPANY LTD.,2019,1.75,0,0,0,21.06,0,134.06,0,10%C,4.83
RUPALI LIFE INSURANCE CO. LTD.,2023,0,0,0,0,0,0,0,0,12%C,1.02
RUPALI LIFE INSURANCE CO. LTD.,2022,0,0,0,0,0,0,0,0,11%C,1.38
RUPALI LIFE INSURANCE CO. LTD.,2021,0,0,0,0,0,0,0,0,18%C,2.97
RUPALI LIFE INSURANCE CO. LTD.,2020,0,0,0,0,0,0,0,0,"13%C,2%B",2.25
RUPALI LIFE INSURANCE CO. LTD.,2019,0,0,0,0,0,0,0,0,"12%C,2%B",2.43
S. ALAM COLD ROLLED STEELS LTD.,2023,0.49,0,0,0,18.55,0,47.83,0,5%C,1.47
S. ALAM COLD ROLLED STEELS LTD.,2022,0.67,0,0,0,18.56,0,66.12,0,5%C,1.48
S. ALAM COLD ROLLED STEELS LTD.,2021,0.88,0,0,0,18.89,0,86.6,0,10%C,3.01
S. ALAM COLD ROLLED STEELS LTD.,2020,0.55,0,0,0,19.01,0,53.64,0,10%C,5.38
S. ALAM COLD ROLLED STEELS LTD.,2019,1.05,0,0,0,19.46,0,103.64,0,10%C,3.48
S.S.STEEL LIMITED,2024,0.17,0,0,0,21.69,0,55.45,0,2%C,1.9
S.S.STEEL LIMITED,2023,0.05,0,0,0,21.5,0,17.59,0,2%C,1.2
S.S.STEEL LIMITED,2022,1.87,0,0,0,21.41,0,612.96,0,2%C,1.12
S.S.STEEL LIMITED,2021,2.31,0,0,0,23.58,0,703.21,0,2%C,1.01
S.S.STEEL LIMITED,2020,1.55,0,0,0,17.48,0,436.29,0,"2%C,8%B",1.94
SAFKO SPINNING MILLS LTD.,2024,-12.97,0,0,0,2.99,0,-388.9,0,,0
SAFKO SPINNING MILLS LTD.,2023,-5.52,0,0,0,15.94,0,-165.37,0,,0
SAFKO SPINNING MILLS LTD.,2022,0.33,0,0,0,21.44,0,9.81,0,2%C,0.84
SAFKO SPINNING MILLS LTD.,2021,0.23,0,0,0,21.44,0,6.78,0,5%C,2.08
SAFKO SPINNING MILLS LTD.,2020,-5.69,0,0,0,21.19,0,-170.51,0,,0
SAIF POWERTEC LTD.,2024,0.7,0,0,0,17.01,0,265.34,0,1%C,0.43
SAIF POWERTEC LTD.,2023,0.76,0,0,0,16.31,0,288.21,0,,0
SAIF POWERTEC LTD.,2022,1.32,0,0,0,17.91,0,500.67,0,10%C,3.08
SAIF POWERTEC LTD.,2021,1.75,0,0,0,17.11,0,626.35,0,"10%C,6%B",4.41
SAIF POWERTEC LTD.,2020,1.14,0,0,0,16.63,0,388.15,0,"5%C,5%B",3.85
SAIHAM COTTON MILLS LTD.,2024,0.85,0,0,0,37.69,0,125.87,0,5%C,3.79
SAIHAM COTTON MILLS LTD.,2023,0.3,0,0,0,35.97,0,45.02,0,,0
SAIHAM COTTON MILLS LTD.,2022,1.27,0,0,0,36.67,0,188.22,0,11%C,6.4
SAIHAM COTTON MILLS LTD.,2021,1.08,0,0,0,37.2,0,160.04,0,10%C,5.52
SAIHAM COTTON MILLS LTD.,2020,-0.64,0,0,0,35.97,0,-94.66,0,,0
SAIHAM TEXTILE MILLS LTD.,2024,0.51,0,0,0,43.63,0,46.51,0,5%C,3.73
SAIHAM TEXTILE MILLS LTD.,2023,-0.49,0,0,0,41.84,0,-44.07,0,,0
SAIHAM TEXTILE MILLS LTD.,2022,1.37,0,0,0,43.4,0,123.64,0,12%C,5.11
SAIHAM TEXTILE MILLS LTD.,2021,1.11,0,0,0,42.91,0,100.72,0,10%C,4.35
SAIHAM TEXTILE MILLS LTD.,2020,-0.86,0,0,0,41.66,0,-78.3,0,,0
SALVO CHEMICAL INDUSTRY LTD.,2024,1.66,0,0,0,16.24,0,107.94,0,2.5%C,0.53
SALVO CHEMICAL INDUSTRY LTD.,2023,1.49,0,0,0,14.92,0,96.61,0,5%C,0.81
SALVO CHEMICAL INDUSTRY LTD.,2022,1.98,0,0,0,14.58,0,129.03,0,10%C,1.47
SALVO CHEMICAL INDUSTRY LTD.,2021,0.34,0,0,0,12.69,0,22,0,2%C,0.6
SALVO CHEMICAL INDUSTRY LTD.,2020,0.3,0,0,0,12.46,0,19.74,0,1%C,0.99
SAMATA LEATHER COMPLEX LTD.,2024,0.05,0,0,0,14.37,0,0.54,0,0.40%,0.07
SAMATA LEATHER COMPLEX LTD.,2023,0.04,0,0,0,14.34,0,0.4,0,0.40%,0.06
SAMATA LEATHER COMPLEX LTD.,2022,-0.06,0,0,0,14.3,0,-0.67,0,,0
SAMATA LEATHER COMPLEX LTD.,2021,0.1,0,0,0,14.39,0,1.08,0,0.5%C,0.07
SAMATA LEATHER COMPLEX LTD.,2020,0.09,0,0,0,14.39,0,0.98,0,,0
SAMORITA HOSPITAL LIMITED,2024,0.56,0,0,0,48.27,0,12.2,0,5%C,0.69
SAMORITA HOSPITAL LIMITED,2023,0.04,0,0,0,48.39,0,0.72,0,10%B,0
SAMORITA HOSPITAL LIMITED,2022,0.86,0,0,0,51.32,0,16.29,0,"5%C,5%B",0.68
SAMORITA HOSPITAL LIMITED,2021,2.23,0,0,0,51.46,0,42.09,0,10%C,1.49
SAMORITA HOSPITAL LIMITED,2020,0.17,0,0,0,49.23,0,3.25,0,,0
SANDHANI LIFE INSURANCE COMPANY LTD.,2023,1.1,0,0,0,18.48,0,120.67,0,12%C,4.4
SANDHANI LIFE INSURANCE COMPANY LTD.,2022,0.88,0,0,0,18.57,0,96.53,0,12%C,4.46
SANDHANI LIFE INSURANCE COMPANY LTD.,2021,1.43,0,0,0,18.68,0,156.74,0,12%C,4.46
SANDHANI LIFE INSURANCE COMPANY LTD.,2020,1.41,0,0,0,18.15,0,155.21,0,12%C,4.38
SANDHANI LIFE INSURANCE COMPANY LTD.,2019,0,0,0,0,0,0,0,0,12%C,5.38
SBAC BANK PLC.,2023,0.66,0,0,0,13.5,0,546.33,0,2%C,1.89
SBAC BANK PLC.,2022,0.72,0,0,0,13.27,0,589.63,0,3.5%C,3.3
SBAC BANK PLC.,2021,0.74,0,0.66,0,13.54,13.02,539.89,0,"3%C,1%B",1.97
SBAC BANK PLC.,2020,1.39,0,1.21,0,13.59,13.14,951.95,0,,0
SBAC BANK PLC.,2019,1.41,0,0,0,12.22,0,967.6,0,,0
SEA PEARL BEACH RESORT & SPA LIMITED,2023,5.81,0,0,0,16.82,0,701.16,0,17%C,0.8
SEA PEARL BEACH RESORT & SPA LIMITED,2022,1.34,0,0,0,11.77,0,161.34,0,15%C,3.43
SEA PEARL BEACH RESORT & SPA LIMITED,2021,0.61,0,0,0,10.63,0,73.68,0,1%C,0.23
SEA PEARL BEACH RESORT & SPA LIMITED,2020,-0.09,0,0,0,10.06,0,-11.05,0,1%C,0.13
SEA PEARL BEACH RESORT & SPA LIMITED,2019,0.44,0,0,0,10.66,0,44.42,0,5%B,0
SEML FBLSL Growth Fund,2024,-0.88,0,0,0,9.14,0,-64.29,0,,0
SEML FBLSL Growth Fund,2023,0.09,0,0,0,10.12,0,6.86,0,1%C,1.19
SEML FBLSL Growth Fund,2022,0.93,0,0,0,11.54,0,68.19,0,15%C,16.85
SEML FBLSL Growth Fund,2021,1.87,0,0,0,12.4,0,136.55,0,15%C,15
SEML FBLSL Growth Fund,2020,0.27,0,0,0,10.47,0,19.78,0,2.5%C,3.21
SEML IBBL SHARIAH FUND,2024,-0.64,0,0,0,9.38,0,-63.68,0,,0
SEML IBBL SHARIAH FUND,2023,0.24,0,0,0,10.47,0,24.5,0,4.5%C,5.23
SEML IBBL SHARIAH FUND,2021,2.35,0,0,0,11.31,0,234.99,0,10%C,8.13
SEML IBBL SHARIAH FUND,2020,-1.13,0,0,0,8.96,0,-112.9,0,,0
SEML IBBL SHARIAH FUND,2019,0.57,0,0,0,10.59,0,57.24,0,5%C,6.85
SEML LECTURE EQUITY MANAGEMENT FUND,2024,-0.7,0,0,0,9.32,0,-34.94,0,,0
SEML LECTURE EQUITY MANAGEMENT FUND,2023,0.22,0,0,0,10.52,0,10.88,0,5%C,5.26
SEML LECTURE EQUITY MANAGEMENT FUND,2022,0.46,0,0,0,10.8,0,23.15,0,5%C,5.21
SEML LECTURE EQUITY MANAGEMENT FUND,2021,2.84,0,0,0,11.84,0,141.82,0,15%C,13.04
SEML LECTURE EQUITY MANAGEMENT FUND,2020,-1.07,0,0,0,9,0,-53.68,0,,0
SENA INSURANCE PLC,2024,4.29,0,0,0,25.16,0,171.68,0,15%C,3.57
SENA INSURANCE PLC,2023,3.42,0,0,0,22.43,0,136.66,0,13.5%C,2.57
SENA INSURANCE PLC,2022,2.86,0,0,0,20.17,0,114.33,0,12%C,2.08
SENA INSURANCE PLC,2021,3.83,0,2.65,0,26.99,18.71,106.15,0,12%C,1.55
SENA INSURANCE PLC,2020,3.93,0,2.36,0,21.09,16.66,94.28,0,,0
SHAHJALAL ISLAMI BANK PLC.,2024,1.52,0,0,0,21.09,0,1693.35,0,10%C,5.56
SHAHJALAL ISLAMI BANK PLC.,2023,3.22,0,0,0,21.38,0,3581.55,0,14%C,7.57
SHAHJALAL ISLAMI BANK PLC.,2022,3.31,0,0,0,20.32,0,3580.35,0,"12%C,3%B",6.38
SHAHJALAL ISLAMI BANK PLC.,2021,2.52,0,0,0,19.27,0,2591.54,0,"10%C,5%B",4.59
SHAHJALAL ISLAMI BANK PLC.,2020,1.95,0,0,0,18.33,0,1913.44,0,"7%C,5%B",3.06
SHAHJIBAZAR POWER CO. LTD.,2024,2.31,0,0,0,37.92,0,431.35,0,12%C,1.79
SHAHJIBAZAR POWER CO. LTD.,2023,1.52,0,0,0,36.71,0,283.51,0,11%C,1.64
SHAHJIBAZAR POWER CO. LTD.,2022,4.3,0,0,0,38.19,0,772.49,0,"16%C,4%B",2.13
SHAHJIBAZAR POWER CO. LTD.,2021,6.53,0,0,0,38.05,0,1127.36,0,"28%C,4%B",3.81
SHAHJIBAZAR POWER CO. LTD.,2020,4.47,0,0,0,34.94,0,760.38,0,"28%C,2%B",3.89
SHARP INDUSTRIES PLC,2024,0.19,0,0,0,10.07,0,56.98,0,1%C,0.78
SHARP INDUSTRIES PLC,2023,-0.08,0,0,0,-0.02,0,-31.47,0,,0
SHARP INDUSTRIES PLC,2022,-0.09,0,0,0,0.06,0,-36.55,0,,0
SHARP INDUSTRIES PLC,2021,-0.18,0,0,0,0.15,0,-69.87,0,,0
SHARP INDUSTRIES PLC,2020,-0.88,0,0,0,-0.33,0,-344.94,0,,0
SHASHA DENIMS PLC.,2024,1.77,0,0,0,41.26,0,249.94,0,10%C,4.69
SHASHA DENIMS PLC.,2023,1.4,0,0,0,40.57,0,197.87,0,10%C,3.68
SHASHA DENIMS PLC.,2022,-5.75,0,0,0,40.23,0,-811.55,0,10%C,3.48
SHASHA DENIMS PLC.,2021,1.02,0,0,0,41.97,0,143.23,0,10%C,3.91
SHASHA DENIMS PLC.,2020,2.15,0,0,0,43.48,0,289.31,0,"5%C,5%B",2.31
SHEPHERD INDUSTRIES PLC,2024,-1.51,0,0,0,13.41,0,-233.02,0,1%C,0.78
SHEPHERD INDUSTRIES PLC,2023,0.39,0,0,0,15.16,0,59.91,0,5%C,2.05
SHEPHERD INDUSTRIES PLC,2022,1.18,0,0,0,15.25,0,181.49,0,10%C,3.79
SHEPHERD INDUSTRIES PLC,2021,-1.03,0,0,0,14.67,0,-154.96,0,"2.5%C,2.5%B",1.62
SHEPHERD INDUSTRIES PLC,2020,-0.15,0,0,0,15.79,0,-23.03,0,1%C,0.66
SHINEPUKUR CERAMICS LIMITED,2024,0.16,0,0,0,31.22,0,22.89,0,2%C,0.61
SHINEPUKUR CERAMICS LIMITED,2023,0.41,0,0,0,31.37,0,59.69,0,3%C,0.69
SHINEPUKUR CERAMICS LIMITED,2022,0.39,0,0,0,31.53,0,57.98,0,3%C,0.58
SHINEPUKUR CERAMICS LIMITED,2021,0.32,0,0,0,30.63,0,46.38,0,2.5%C,0.97
SHINEPUKUR CERAMICS LIMITED,2020,0.21,0,0,0,29.09,0,31.59,0,2%C,2.5
SHURWID INDUSTRIES LTD.,2019,1.38,0,0,0,12.21,0,79.25,0,10%C,2.98
SHURWID INDUSTRIES LTD.,2018,0.41,0,0,0,11.92,0,21.25,0,10%B,0
SHURWID INDUSTRIES LTD.,2017,-0.57,0,0,0,11.51,0,-29.5,0,,0
SHURWID INDUSTRIES LTD.,2016,-0.04,0,0,0,12.08,0,-2.18,0,-,0
SHURWID INDUSTRIES LTD.,2015,-0.03,0,0,0,12.12,0,-1.7,0,n/a,0
SIKDER INSURANCE COMPANY LTD.,2022,1.22,0,0.73,0,28.73,17.64,29.21,0,,0
SILCO PHARMACEUTICALS LIMITED,2024,0.44,0,0,0,22.66,0,45.88,0,1%C,0.57
SILCO PHARMACEUTICALS LIMITED,2023,0.67,0,0,0,22.35,0,69.22,0,3%C,1.24
SILCO PHARMACEUTICALS LIMITED,2022,0.81,0,0,0,21.95,0,84.45,0,5%C,1.89
SILCO PHARMACEUTICALS LIMITED,2021,0.82,0,0,0,21.85,0,84.65,0,10%C,3.83
SILCO PHARMACEUTICALS LIMITED,2020,0.8,0,0,0,21.64,0,83.18,0,10%C,4.46
SILVA PHARMACEUTICALS LIMITED,2024,-0.47,0,0,0,16.53,0,-64.48,0,1%C,6.99
SILVA PHARMACEUTICALS LIMITED,2023,0.24,0,0,0,17.1,0,33.08,0,1%C,0.44
SILVA PHARMACEUTICALS LIMITED,2022,0.75,0,0,0,17.03,0,102.26,0,3%C,0.01
SILVA PHARMACEUTICALS LIMITED,2021,0.88,0,0,0,16.63,0,119.85,0,5%C,2.54
SILVA PHARMACEUTICALS LIMITED,2020,0.87,0,0,0,16.1,0,118.94,0,5%C,2.73
SIMTEX INDUSTRIES PLC.,2024,0.86,0,0,0,22.39,0,68.09,0,10%C,4.57
SIMTEX INDUSTRIES PLC.,2023,0.82,0,0,0,22.41,0,65.26,0,10%C,4.35
SIMTEX INDUSTRIES PLC.,2022,0.97,0,0,0,22.39,0,77.25,0,8%C,4.42
SIMTEX INDUSTRIES PLC.,2021,0.92,0,0,0,21.82,0,73.07,0,4%C,2.2
